1328 744
660843933 974789195 77094
284039106 879017657 368287
99208305 324544755 991876
914407413 914487092 147815
733017876 797592397 394961
178537543 955664290 728158
778913326 877204084 272502
97465894 626737722 754212
25655904 941906406 105980
699663680 952607352 441469
62872018 457946061 883652
851544536 911549332 638119
707961612 709990313 36909
944553729 956067023 528917
296353099 392946543 490551
940100274 973237074 94600
695471663 934245501 787766
687445126 873713434 119877
221285790 914295082 951675
14110694 512609497 766217
381809967 810689418 507006
334710646 836279785 332698
634605552 825064860 579227
128938698 660656617 93395
175148923 811129578 240061
966705687 985136219 750434
743815893 799652537 71013
25231617 544742093 768540
759845323 842574197 756992
481858240 619311506 921694
7601194 174819837 260611
357146525 467786648 922149
313683816 368129473 716275
612699061 779150641 214093
312493574 772148774 708508
41607867 796700604 254844
840531155 916696607 716265
223155255 997160892 921946
453551102 914546245 275281
845701609 966902512 890792
206370247 831935166 787061
940516345 986795543 362145
31698535 287955591 445926
385546008 613624372 318844
46393994 416682927 388964
523427548 776197525 806057
579529985 918421124 102398
991280098 992916083 399415
659095764 757191062 522256
383179388 623039001 616835
443024940 576461513 397218
736994246 832592325 148817
971459926 974367702 910474
139548995 257263958 252801
140928421 734910302 94137
490876774 979881292 654622
882495725 951926708 375242
